CAMID,file_url,hybrid_stat,split,zenodo_link,md5,subspecies,parent_subspecies_1,parent_subspecies_2,filename
,,non-hybrid,train,,,8,,,CAM040987.jpg
,,non-hybrid,train,,,8,,,CAM017399.jpg
,,non-hybrid,train,,,8,,,19N0238.jpg
,,non-hybrid,train,,,8,,,CAM041136.jpg
,,non-hybrid,train,,,8,,,19N0121.jpg
,,non-hybrid,train,,,8,,,19N0263.jpg
,,non-hybrid,train,,,8,,,19N2048.jpg
,,non-hybrid,train,,,8,,,CAM017394.jpg
,,non-hybrid,train,,,8,,,19N0005.jpg
,,non-hybrid,train,,,8,,,19N1694.jpg
,,non-hybrid,train,,,8,,,CAM041267.jpg
,,non-hybrid,train,,,8,,,CAM040161.jpg
,,non-hybrid,train,,,8,,,19N1035.jpg
,,non-hybrid,train,,,8,,,CAM041534.jpg
,,non-hybrid,train,,,8,,,19N1982.jpg
,,non-hybrid,train,,,8,,,CAM041102.jpg
,,non-hybrid,train,,,8,,,19N0283.jpg
,,non-hybrid,train,,,8,,,19N2240.jpg
,,non-hybrid,train,,,8,,,19N2035.jpg
,,non-hybrid,train,,,8,,,19N2123.jpg
,,non-hybrid,train,,,8,,,CAM017396.jpg
,,non-hybrid,train,,,8,,,19N0077.jpg
,,non-hybrid,train,,,8,,,19N0214.jpg
,,non-hybrid,train,,,8,,,19N1715.jpg
,,non-hybrid,train,,,8,,,19N0198.jpg
,,non-hybrid,train,,,8,,,19N0404.jpg
,,non-hybrid,train,,,8,,,CAM041188.jpg
,,non-hybrid,train,,,8,,,CAM016199.jpg
,,non-hybrid,train,,,8,,,19N0495.jpg
,,non-hybrid,train,,,8,,,CAM040200.jpg
,,non-hybrid,train,,,8,,,CAM040990.jpg
,,non-hybrid,train,,,8,,,CAM016953.jpg
,,non-hybrid,train,,,8,,,19N2223.jpg
,,non-hybrid,train,,,8,,,CS004063.jpg
,,non-hybrid,train,,,8,,,19N1224.jpg
,,non-hybrid,train,,,8,,,19N0109.jpg
,,non-hybrid,train,,,8,,,CAM040162.jpg
,,non-hybrid,train,,,8,,,CAM040434.jpg
,,non-hybrid,train,,,8,,,CAM017086.jpg
,,non-hybrid,train,,,8,,,19N0334.jpg
,,non-hybrid,train,,,8,,,19N0699.jpg
,,non-hybrid,train,,,8,,,CAM040158.jpg
,,non-hybrid,train,,,8,,,CAM040993.jpg
,,non-hybrid,train,,,8,,,19N1898.jpg
,,non-hybrid,train,,,8,,,19N0837.jpg
,,non-hybrid,train,,,8,,,CAM041270.jpg
,,non-hybrid,train,,,8,,,19N1777.jpg
,,non-hybrid,train,,,8,,,19N0285.jpg
,,non-hybrid,train,,,8,,,19N0634.jpg
,,non-hybrid,train,,,8,,,CAM041535.jpg
,,non-hybrid,train,,,8,,,CAM016539.jpg
,,non-hybrid,train,,,8,,,19N1246.jpg
,,non-hybrid,train,,,8,,,CAM016558.jpg
,,non-hybrid,train,,,8,,,19N0199.jpg
,,non-hybrid,train,,,8,,,CAM017391.jpg
,,non-hybrid,train,,,8,,,19N0980.jpg
,,non-hybrid,train,,,8,,,19N0032.jpg
,,non-hybrid,train,,,8,,,CAM041273.jpg
,,non-hybrid,train,,,8,,,CAM040436.jpg
,,non-hybrid,train,,,8,,,CAM040719.jpg
,,non-hybrid,train,,,8,,,19N0265.jpg
,,non-hybrid,train,,,8,,,19N0132.jpg
,,non-hybrid,train,,,8,,,19N2226.jpg
,,non-hybrid,train,,,8,,,19N0149.jpg
,,non-hybrid,train,,,8,,,19N2234.jpg
,,non-hybrid,train,,,8,,,CAM041044.jpg
,,non-hybrid,train,,,8,,,19N0216.jpg
,,non-hybrid,train,,,8,,,CAM040136.jpg
,,non-hybrid,train,,,8,,,CAM041510.jpg
,,non-hybrid,train,,,8,,,CAM041141.jpg
,,non-hybrid,train,,,8,,,CAM041266.jpg
,,non-hybrid,train,,,8,,,19N2002.jpg
,,non-hybrid,train,,,8,,,CAM040120.jpg
,,non-hybrid,train,,,8,,,19N0308.jpg
,,non-hybrid,train,,,8,,,19N0030.jpg
,,non-hybrid,train,,,8,,,19N0220.jpg
,,non-hybrid,train,,,8,,,CAM041231.jpg
,,non-hybrid,train,,,8,,,CAM041004.jpg
,,non-hybrid,train,,,8,,,19N2261.jpg
,,non-hybrid,train,,,8,,,CAM040233.jpg
,,non-hybrid,train,,,8,,,CAM017395.jpg
,,non-hybrid,train,,,8,,,19N1695.jpg
,,non-hybrid,train,,,8,,,19N0276.jpg
,,non-hybrid,train,,,8,,,19N0670.jpg
,,non-hybrid,train,,,8,,,CAM017111.jpg
,,non-hybrid,train,,,8,,,CAM041272.jpg
,,non-hybrid,train,,,8,,,19N0346.jpg
,,non-hybrid,train,,,8,,,CAM041113.jpg
,,non-hybrid,train,,,8,,,19N2087.jpg
,,non-hybrid,train,,,8,,,19N1818.jpg
,,non-hybrid,train,,,8,,,19N0222.jpg
,,non-hybrid,train,,,8,,,CAM017167.jpg
,,non-hybrid,train,,,8,,,CAM040131.jpg
,,non-hybrid,train,,,8,,,19N1395.jpg
,,non-hybrid,train,,,8,,,19N0067.jpg
,,non-hybrid,train,,,8,,,19N0236.jpg
,,non-hybrid,train,,,8,,,19N0253.jpg
,,non-hybrid,train,,,8,,,19N0083.jpg
,,non-hybrid,train,,,8,,,19N1934.jpg
,,non-hybrid,train,,,8,,,SHM000018.jpg
,,non-hybrid,train,,,8,,,CAM040213.jpg
,,non-hybrid,train,,,8,,,19N0489.jpg
,,non-hybrid,train,,,8,,,CAM016563.jpg
,,non-hybrid,train,,,8,,,CAM041030.jpg
,,non-hybrid,train,,,8,,,19N1591.jpg
,,non-hybrid,train,,,8,,,CAM041516.jpg
,,non-hybrid,train,,,8,,,19N2181.jpg
,,non-hybrid,train,,,8,,,CAM041169.jpg
,,non-hybrid,train,,,8,,,19N0044.jpg
,,non-hybrid,train,,,8,,,19N0037.jpg
,,non-hybrid,train,,,8,,,19N1992.jpg
,,non-hybrid,train,,,8,,,19N0228.jpg
,,non-hybrid,train,,,8,,,CAM017026.jpg
,,non-hybrid,train,,,8,,,CAM016564.jpg
,,non-hybrid,train,,,8,,,CAM017415.jpg
,,non-hybrid,train,,,8,,,19N0541.jpg
,,non-hybrid,train,,,8,,,SHM000101.jpg
,,non-hybrid,train,,,8,,,19N0176.jpg
,,non-hybrid,train,,,8,,,CAM016973.jpg
,,non-hybrid,train,,,8,,,19N0087.jpg
,,non-hybrid,train,,,8,,,19N0479.jpg
,,non-hybrid,train,,,8,,,CAM040139.jpg
,,non-hybrid,train,,,8,,,19N0018.jpg
,,non-hybrid,train,,,8,,,CS004064.jpg
,,non-hybrid,train,,,8,,,CAM041129.jpg
,,non-hybrid,train,,,8,,,19N0040.jpg
,,non-hybrid,train,,,8,,,CAM041494.jpg
,,non-hybrid,train,,,8,,,CAM041227.jpg
,,non-hybrid,train,,,8,,,CAM017404.jpg
,,non-hybrid,train,,,8,,,CAM041112.jpg
,,non-hybrid,train,,,8,,,19N0810.jpg
,,non-hybrid,train,,,8,,,CAM041189.jpg
,,non-hybrid,train,,,8,,,19N1994.jpg
,,non-hybrid,train,,,8,,,CAM040143.jpg
,,non-hybrid,train,,,8,,,CAM040728.jpg
,,non-hybrid,train,,,8,,,CAM040994.jpg
,,non-hybrid,train,,,8,,,19N0041.jpg
,,non-hybrid,train,,,8,,,19N0113.jpg
,,non-hybrid,train,,,8,,,CAM017392.jpg
,,non-hybrid,train,,,8,,,CAM040989.jpg
,,non-hybrid,train,,,8,,,CAM041262.jpg
,,non-hybrid,train,,,8,,,CAM040239.jpg
,,non-hybrid,train,,,8,,,19N2203.jpg
,,non-hybrid,train,,,8,,,CAM041104.jpg
,,non-hybrid,train,,,8,,,19N1399.jpg
,,non-hybrid,train,,,8,,,CAM040236.jpg
,,non-hybrid,train,,,8,,,19N2238.jpg
,,non-hybrid,train,,,8,,,CAM041135.jpg
,,non-hybrid,train,,,8,,,19N0737.jpg
,,non-hybrid,train,,,8,,,CAM017403.jpg
,,non-hybrid,train,,,8,,,CAM041561.jpg
,,non-hybrid,train,,,8,,,CAM041259.jpg
,,non-hybrid,train,,,8,,,19N0192.jpg
,,non-hybrid,train,,,8,,,19N1033.jpg
,,non-hybrid,train,,,8,,,19N1959.jpg
,,non-hybrid,train,,,8,,,CAM041226.jpg
,,non-hybrid,train,,,8,,,19N0043.jpg
,,non-hybrid,train,,,8,,,CAM040026.jpg
,,non-hybrid,train,,,8,,,19N0574.jpg
,,non-hybrid,train,,,8,,,19N2281.jpg
,,non-hybrid,train,,,8,,,19N1807.jpg
,,non-hybrid,train,,,8,,,19N1949.jpg
,,non-hybrid,train,,,8,,,CAM016581.jpg
,,non-hybrid,train,,,8,,,CAM041049.jpg
,,non-hybrid,train,,,8,,,CAM018291.jpg
,,non-hybrid,train,,,8,,,CAM016963.jpg
,,non-hybrid,train,,,8,,,19N0487.jpg
,,non-hybrid,train,,,8,,,19N0122.jpg
,,non-hybrid,train,,,8,,,19N2222.jpg
,,non-hybrid,train,,,8,,,CAM040164.jpg
,,non-hybrid,train,,,8,,,19N1378.jpg
,,non-hybrid,train,,,8,,,CAM040145.jpg
,,non-hybrid,train,,,8,,,CAM040174.jpg
,,non-hybrid,train,,,8,,,19N0156.jpg
,,non-hybrid,train,,,8,,,19N0835.jpg
,,non-hybrid,train,,,8,,,CAM040123.jpg
,,non-hybrid,train,,,8,,,19N0195.jpg
,,non-hybrid,train,,,8,,,CAM041008.jpg
